stis,e230m,ech,36	(2003.7,2038.2,0.0167,0.0170)
stis,e230m,ech,37	(1983.8,2017.9,0.0165,0.0168)
stis,e230m,ech,38	(1964.4,1998.2,0.0164,0.0166)
stis,e230m,ech,39	(1945.4,1978.8,0.0162,0.0165)
stis,e230m,ech,3	(2990.7,3042.2,0.0249,0.0253)
stis,e230m,ech,40	(1926.6,1959.8,0.0161,0.0163)
stis,e230m,ech,41	(1908.3,1941.2,0.0159,0.0161)
stis,e230m,ech,42	(1890.3,1922.9,0.0158,0.0161)
stis,e230m,ech,43	(1872.5,1905.0,0.0156,0.0159)
stis,e230m,ech,44	(1855.3,1887.2,0.0155,0.0158)
stis,e230m,ech,45	(1838.3,1869.9,0.0153,0.0156)
stis,e230m,ech,46	(1821.7,1853.0,0.0152,0.0154)
stis,e230m,ech,47	(1805.2,1836.2,0.0150,0.0153)
stis,e230m,ech,48	(1789.0,1819.8,0.0149,0.0152)
stis,e230m,ech,49	(1773.2,1803.8,0.0148,0.0150)
stis,e230m,ech,4	(2946.6,2997.4,0.0246,0.0250)
stis,e230m,ech,50	(1757.7,1788.0,0.0146,0.0149)
stis,e230m,ech,51	(1742.4,1772.4,0.0145,0.0148)
stis,e230m,ech,52	(1727.3,1757.1,0.0144,0.0146)
stis,e230m,ech,53	(1712.5,1742.0,0.0143,0.0145)
stis,e230m,ech,54	(1698.2,1727.2,0.0141,0.0144)
stis,e230m,ech,55	(1683.8,1712.8,0.0140,0.0143)
stis,e230m,ech,56	(1669.8,1698.6,0.0139,0.0141)
stis,e230m,ech,57	(1656.0,1684.5,0.0138,0.0140)
stis,e230m,ech,58	(1642.5,1670.8,0.0137,0.0139)
stis,e230m,ech,59	(1629.0,1657.1,0.0136,0.0138)
stis,e230m,ech,5	(2903.9,2953.9,0.0242,0.0246)
stis,e230m,ech,6	(2862.4,2911.7,0.0239,0.0242)
stis,e230m,ech,7	(2822.1,2870.7,0.0235,0.0239)
stis,e230m,ech,8	(2782.9,2830.8,0.0232,0.0236)
stis,e230m,ech,9	(2744.8,2792.1,0.0229,0.0233)
stis,g140l	(0.0,1725.7,0.2980,0.2980)
stis,g140m,scan,10	(1600.0,1650.0,0.0244,0.0244)
stis,g140m,scan,11	(1650.0,1700.0,0.0244,0.0244)
stis,g140m,scan,1	(1150.0,1200.0,0.0244,0.0244)
stis,g140m,scan,2	(1200.0,1250.0,0.0244,0.0244)
stis,g140m,scan,3	(1250.0,1300.0,0.0244,0.0244)
stis,g140m,scan,4	(1300.0,1350.0,0.0244,0.0244)
stis,g140m,scan,5	(1350.0,1400.0,0.0244,0.0244)
stis,g140m,scan,6	(1400.0,1450.0,0.0244,0.0244)
stis,g140m,scan,7	(1450.0,1500.0,0.0244,0.0244)
stis,g140m,scan,8	(1500.0,1550.0,0.0244,0.0244)
stis,g140m,scan,9	(1550.0,1600.0,0.0244,0.0244)
stis,g230l	(0.0,3158.4,0.7890,0.7890)
stis,g230m,scan,10	(2374.8,2455.2,0.0393,0.0393)
stis,g230m,scan,11	(2454.8,2535.2,0.0393,0.0393)
stis,g230m,scan,12	(2535.8,2616.2,0.0393,0.0393)
stis,g230m,scan,13	(2615.8,2696.2,0.0393,0.0393)
stis,g230m,scan,14	(2696.8,2777.2,0.0393,0.0393)
stis,g230m,scan,15	(2776.8,2857.2,0.0393,0.0393)
stis,g230m,scan,16	(2857.8,2938.2,0.0393,0.0393)
stis,g230m,scan,17	(2937.8,3018.2,0.0393,0.0393)
stis,g230m,scan,18	(3018.8,3099.2,0.0393,0.0393)
stis,g230m,scan,1	(1649.8,1730.2,0.0393,0.0393)
stis,g230m,scan,2	(1729.8,1810.2,0.0393,0.0393)
stis,g230m,scan,3	(1810.8,1891.2,0.0393,0.0393)
stis,g230m,scan,4	(1891.8,1972.2,0.0393,0.0393)
stis,g230m,scan,5	(1971.8,2052.2,0.0393,0.0393)
stis,g230m,scan,6	(2052.8,2133.2,0.0393,0.0393)
stis,g230m,scan,7	(2132.8,2213.2,0.0393,0.0393)
stis,g230m,scan,8	(2213.8,2294.2,0.0393,0.0393)
stis,g230m,scan,9	(2293.8,2374.2,0.0393,0.0393)
stis,g430l	(0.0,5700.2,1.3650,1.3650)
stis,g430m,scan,10	(5300.0,5550.0,0.1220,0.1220)
stis,g430m,scan,1	(3050.0,3300.0,0.1220,0.1220)
stis,g430m,scan,2	(3300.0,3550.0,0.1220,0.1220)
stis,g430m,scan,3	(3550.0,3800.0,0.1220,0.1220)
stis,g430m,scan,4	(3800.0,4050.0,0.1220,0.1220)
stis,g430m,scan,5	(4050.0,4300.0,0.1220,0.1220)
stis,g430m,scan,6	(4300.0,4550.0,0.1220,0.1220)
stis,g430m,scan,7	(4550.0,4800.0,0.1220,0.1220)
stis,g430m,scan,8	(4800.0,5050.0,0.1220,0.1220)
stis,g430m,scan,9	(5050.0,5300.0,0.1220,0.1220)
stis,g750l	(0.0,10419.5,2.4580,2.4580)
stis,g750m,scan,1	(5500.0,6000.0,0.2440,0.2440)
stis,g750m,scan,2	(6000.0,6500.0,0.2440,0.2440)
stis,g750m,scan,3	(6500.0,7000.0,0.2440,0.2440)
stis,g750m,scan,4	(7000.0,7500.0,0.2440,0.2440)
stis,g750m,scan,5	(7500.0,8000.0,0.2440,0.2440)
stis,g750m,scan,6	(8000.0,8500.0,0.2440,0.2440)
stis,g750m,scan,7	(8500.0,9000.0,0.2440,0.2440)
stis,g750m,scan,8	(9000.0,9500.0,0.2440,0.2440)
stis,g750m,scan,9	(9500.0,10000.0,0.2440,0.2440)
